NPI,Payment_Type,Total_Payment_USDollars,Interaction
1427054436.0,Cash or cash equivalent,72151.0,13
1427053834.0,Cash or cash equivalent,26551.0,9
1427053834.0,In-kind items and services,2281.92,1
1427051994.0,Cash or cash equivalent,132667.89,17
1427051929.0,Cash or cash equivalent,1205543.28,70
1427051077.0,Cash or cash equivalent,1541.0,5
1427050954.0,Cash or cash equivalent,10201.0,1
1427050079.0,Cash or cash equivalent,106476.09999999999,60
1427049311.0,Cash or cash equivalent,500.0,1
1427049220.0,Cash or cash equivalent,274179.33,112
1427048537.0,Cash or cash equivalent,1915.0,2
1427048081.0,Cash or cash equivalent,28457.0,1
1427048081.0,In-kind items and services,13613.56,2
1427047000.0,Cash or cash equivalent,21592.0,3
1427047000.0,In-kind items and services,104.4,2
1427046085.0,Cash or cash equivalent,9718.0,1
1427046085.0,In-kind items and services,83.4,1
1427045152.0,Cash or cash equivalent,494371.63,35
1427045152.0,In-kind items and services,2073.6,1
1427044536.0,Cash or cash equivalent,2150.0,1
1427043785.0,Cash or cash equivalent,2750.0,1
1427043710.0,Cash or cash equivalent,293032.60000000003,5
1427043348.0,Cash or cash equivalent,9045.0,1
1427043348.0,In-kind items and services,10935.0,1
1427042852.0,Cash or cash equivalent,8337.5,4
1427042399.0,Cash or cash equivalent,12000.0,1
1427042399.0,In-kind items and services,182.0,1
1427041755.0,Cash or cash equivalent,4943660.11,35
1427041755.0,In-kind items and services,17717.309999999998,10
1427041078.0,Cash or cash equivalent,4721.0,5
1427040443.0,Cash or cash equivalent,32724.17,2
1427039478.0,Cash or cash equivalent,460686.57,33
1427038025.0,Cash or cash equivalent,46419.479999999996,23
1427036540.0,Cash or cash equivalent,21094.5,4
1427035377.0,Cash or cash equivalent,27795.0,7
1427035286.0,Cash or cash equivalent,58551.03,18
1427034578.0,Cash or cash equivalent,13225.28,9
1427032234.0,Cash or cash equivalent,94908.85,41
1427032234.0,In-kind items and services,73.0,1
1427031970.0,Cash or cash equivalent,81650.0,1
1427030493.0,Cash or cash equivalent,386958.43,34
1427028844.0,Cash or cash equivalent,161419.43,22
1427028844.0,In-kind items and services,3893.1,3
1427028695.0,Cash or cash equivalent,22569.0,5
1427027317.0,Cash or cash equivalent,45656.6,2
1427027119.0,Cash or cash equivalent,18139.0,19
1427026855.0,Cash or cash equivalent,888066.24,63
1427026855.0,In-kind items and services,10582.390000000001,6
1427026442.0,Cash or cash equivalent,250915.78,4
1427026020.0,Cash or cash equivalent,21612.0,28
1427025626.0,Cash or cash equivalent,8183.0,1
1427025055.0,Cash or cash equivalent,257092.21,46
1427025055.0,In-kind items and services,930.92,1
1427023852.0,Cash or cash equivalent,513752.15,57
1427023852.0,In-kind items and services,5013.0,1
1427023548.0,In-kind items and services,560.58,1
1427022789.0,Cash or cash equivalent,2408.94,2
1427022516.0,Cash or cash equivalent,176827.12,156
1427022516.0,In-kind items and services,45820.96,9
1427021146.0,Cash or cash equivalent,294090.42,3
1427020452.0,Cash or cash equivalent,2350.0,1
1427020114.0,Cash or cash equivalent,39.0,1
1427018613.0,Cash or cash equivalent,3327.3,2
1427017797.0,Cash or cash equivalent,256577.88999999998,19
1427017797.0,In-kind items and services,2820.69,2
1427016807.0,Cash or cash equivalent,272757.28,23
1427014067.0,Cash or cash equivalent,18216.559999999998,115
1427013036.0,Cash or cash equivalent,40254.0,14
1427012061.0,Cash or cash equivalent,26726.57,1
1427011352.0,Cash or cash equivalent,6625.96,2
1427009539.0,Cash or cash equivalent,4927.63,4
1427009356.0,Cash or cash equivalent,41925.0,13
1427008341.0,Cash or cash equivalent,75184.0,11
1427007657.0,Cash or cash equivalent,3060.0,1
1427005453.0,Cash or cash equivalent,387508.34,60
1427005453.0,In-kind items and services,3841.1800000000003,3
1427005206.0,Cash or cash equivalent,333922.5,10
1427001155.0,Cash or cash equivalent,161799.94,31
1427001155.0,In-kind items and services,3367.59,2
1427000710.0,Cash or cash equivalent,8781.98,1
1417998956.0,Cash or cash equivalent,54939.8,16
1417998782.0,Cash or cash equivalent,405193.1,5
1417998030.0,Cash or cash equivalent,190682.06,32
1417998030.0,In-kind items and services,10920.79,3
1417997867.0,Cash or cash equivalent,3696.25,4
1417997412.0,Cash or cash equivalent,206864.51,11
1417997354.0,Cash or cash equivalent,1022016.09,40
1417997354.0,In-kind items and services,699.18,2
1417997339.0,Cash or cash equivalent,5922.71,1
1417997339.0,In-kind items and services,313.87,1
1417995499.0,Cash or cash equivalent,118666.24,34
1417995499.0,In-kind items and services,60092.25,4
1417995069.0,Cash or cash equivalent,47003.63,4
1417994633.0,Cash or cash equivalent,25914.61,20
1417993841.0,Cash or cash equivalent,70260.93,59
1417993841.0,In-kind items and services,263215.26,6
1417993247.0,Cash or cash equivalent,16022.0,2
1417992397.0,Cash or cash equivalent,176897.1,89
1417991993.0,Cash or cash equivalent,4312.5,3
1417990383.0,Cash or cash equivalent,83488.43,7
1417990367.0,Cash or cash equivalent,1942013.68,378
1417990367.0,In-kind items and services,1399347.04,24
1417989948.0,Cash or cash equivalent,2830.0,1
1417989740.0,Cash or cash equivalent,220007.35,58
1417989740.0,In-kind items and services,6955.68,2
1417989344.0,Cash or cash equivalent,1215.0,1
1417989138.0,Cash or cash equivalent,6500.0,1
1417988148.0,Cash or cash equivalent,117079.61,8
1417988148.0,In-kind items and services,207548.61000000002,7
1417987827.0,Cash or cash equivalent,38141.27,5
1417987652.0,Cash or cash equivalent,11161.4,6
1417986688.0,In-kind items and services,217.86,1
1417985490.0,Cash or cash equivalent,250095.30000000002,27
1417984329.0,Cash or cash equivalent,9846.0,6
1417983982.0,Cash or cash equivalent,55187.46,6
1417983172.0,Cash or cash equivalent,192079.32,45
1417982760.0,Cash or cash equivalent,22613.39,15
1417982620.0,Cash or cash equivalent,19050.0,2
1417981440.0,Cash or cash equivalent,1572.97,4
1417981440.0,In-kind items and services,170.35,1
1417981135.0,Cash or cash equivalent,14533.31,4
1417977083.0,Cash or cash equivalent,19948.6,18
1417975491.0,Cash or cash equivalent,383563.0,2
1417974973.0,Cash or cash equivalent,32167.53,3
1417974247.0,Cash or cash equivalent,1093.5,1
1417974247.0,In-kind items and services,72.0,1
1417974205.0,Cash or cash equivalent,22575.4,13
1417974155.0,Cash or cash equivalent,13425.0,2
1417974155.0,In-kind items and services,3539.44,2
1417973827.0,Cash or cash equivalent,583134.95,28
1417973827.0,In-kind items and services,27584.309999999998,3
1417973165.0,Cash or cash equivalent,180237.41,22
1417973165.0,In-kind items and services,3111.56,1
1417970377.0,Cash or cash equivalent,19615.4,30
1417970138.0,Cash or cash equivalent,222262.0,1
1417970138.0,In-kind items and services,4876.25,5
1417969536.0,Cash or cash equivalent,80433.47,30
1417966151.0,Cash or cash equivalent,23890.120000000003,7
1417964966.0,Cash or cash equivalent,804.0,1
1417964958.0,Cash or cash equivalent,57505.82,10
1417964958.0,In-kind items and services,192914.78,3
1417964479.0,In-kind items and services,984.33,1
1417962887.0,Cash or cash equivalent,209953.31,26
1417961327.0,Cash or cash equivalent,3000.0,1
1417961327.0,In-kind items and services,34689.6,1
1417956293.0,Cash or cash equivalent,253326.09,13
1417956293.0,In-kind items and services,1475.34,5
1417956186.0,Cash or cash equivalent,42787.98,25
1417955865.0,Cash or cash equivalent,46334.48,24
1417955865.0,In-kind items and services,12747.24,2
1417955667.0,Cash or cash equivalent,21572.91,1
1417955022.0,Cash or cash equivalent,525981.62,178
1417955022.0,In-kind items and services,2199.0,1
1417953597.0,Cash or cash equivalent,212408.45,18
1417950528.0,Cash or cash equivalent,2300.0,2
1417950494.0,Cash or cash equivalent,1912.5,8
1417949124.0,Cash or cash equivalent,224904.42,108
1417948944.0,Cash or cash equivalent,221020.04,21
1417948316.0,Cash or cash equivalent,55423.6,3
1417947912.0,Cash or cash equivalent,33436.53,28
1417945049.0,Cash or cash equivalent,82945.8,7
1417944786.0,Cash or cash equivalent,245895.37,40
1417944786.0,In-kind items and services,28994.5,8
1417944513.0,Cash or cash equivalent,455057.4,16
1417944489.0,Cash or cash equivalent,91126.8,15
1417944489.0,In-kind items and services,167.0,1
1417943994.0,Cash or cash equivalent,66650.5,8
1417943994.0,In-kind items and services,55503.34,3
1417943820.0,Cash or cash equivalent,6850.0,5
1417943325.0,Cash or cash equivalent,2845.0,1
1417941915.0,Cash or cash equivalent,74903.5,2
1417941915.0,In-kind items and services,3499.97,1
1417940750.0,Cash or cash equivalent,140854.77,77
1417939810.0,Cash or cash equivalent,5000.0,1
1417939455.0,Cash or cash equivalent,6800.0,7
1417938234.0,Cash or cash equivalent,254361.16999999998,3
1417937145.0,Cash or cash equivalent,62870.95,13
1417937012.0,Cash or cash equivalent,97408.81,37
1417936048.0,Cash or cash equivalent,771652.74,36
1417936048.0,In-kind items and services,605.8,3
1417931767.0,Cash or cash equivalent,212033.82,11
1417928896.0,Cash or cash equivalent,14867.28,1
1417927971.0,Cash or cash equivalent,3710187.12,317
1417927971.0,In-kind items and services,15130.91,16
1417927393.0,Cash or cash equivalent,277001.0,5
1417927393.0,In-kind items and services,90203.66,2
1417927054.0,Cash or cash equivalent,13579.0,1
1417926007.0,Cash or cash equivalent,435060.62,32
1417926007.0,In-kind items and services,24193.23,3
1417925298.0,Cash or cash equivalent,22814.5,2
1417925256.0,Cash or cash equivalent,53244.35,6
1417924788.0,Cash or cash equivalent,1288.12,1
1417923038.0,Cash or cash equivalent,123259.20999999999,25
1417922949.0,Cash or cash equivalent,1500.0,1
1417922865.0,Cash or cash equivalent,194871.78999999998,7
1417922436.0,Cash or cash equivalent,3915.48,1
1417920620.0,Cash or cash equivalent,138215.07,25
1417920166.0,Cash or cash equivalent,22681.49,1
1417919499.0,Cash or cash equivalent,20942.0,10
1417919168.0,Cash or cash equivalent,4600.0,3
1417918079.0,Cash or cash equivalent,1272045.83,35
1417918079.0,In-kind items and services,246544.66999999998,12
1417917105.0,Cash or cash equivalent,43679.21,6
1417917105.0,In-kind items and services,1589.53,1
1417916693.0,In-kind items and services,3811.5,1
1417916537.0,Cash or cash equivalent,7738.5,2
1417916537.0,In-kind items and services,16693.73,2
1417916156.0,Cash or cash equivalent,13976.970000000001,2
1417915067.0,Cash or cash equivalent,42696.32,13
1417913088.0,Cash or cash equivalent,2470743.2,200
1417913088.0,In-kind items and services,1155195.9000000001,24
1417912783.0,In-kind items and services,32.85,1
1417912585.0,Cash or cash equivalent,753647.76,145
1417912585.0,In-kind items and services,1936272.7,16
1417912262.0,Cash or cash equivalent,132916.27,14
1417912262.0,In-kind items and services,106963.19,1
1417911587.0,Cash or cash equivalent,1089345.45,34
1417911587.0,In-kind items and services,24187.34,9
1417910555.0,Cash or cash equivalent,2000.0,1
1417909375.0,Cash or cash equivalent,9160388.42,468
1417909375.0,In-kind items and services,38866.32,20
1417908914.0,Cash or cash equivalent,6323.2,6
1417908369.0,Cash or cash equivalent,228595.75,48
1417907163.0,Cash or cash equivalent,39736.4,8
1417907163.0,In-kind items and services,65452.72,1
1417906405.0,Cash or cash equivalent,11597.38,9
1417903584.0,Cash or cash equivalent,66903.52,5
1417903584.0,In-kind items and services,1395.32,1
1417903378.0,Cash or cash equivalent,68937.08,43
1417900887.0,Cash or cash equivalent,15071.0,4
1417900200.0,Cash or cash equivalent,460513.24,53
1417900200.0,In-kind items and services,9826.63,4
1417562950.0,Cash or cash equivalent,197344.35,2
1417525536.0,Cash or cash equivalent,8595.0,5
1417489923.0,Cash or cash equivalent,30703.2,8
1417477043.0,In-kind items and services,9700.71,1
1417458175.0,Cash or cash equivalent,52149.06,2
1417420704.0,Cash or cash equivalent,526481.0,4
1417396185.0,Cash or cash equivalent,53924.94,1
1417392937.0,Cash or cash equivalent,3259455.31,315
1417392770.0,Cash or cash equivalent,546705.89,10
1417392770.0,In-kind items and services,68021.25,2
1417392663.0,Cash or cash equivalent,6457.0,5
1417392622.0,Cash or cash equivalent,11874.44,9
1417392622.0,In-kind items and services,20.0,1
1417392002.0,Cash or cash equivalent,5000.0,1
1417391962.0,Cash or cash equivalent,251184.0,5
1417391525.0,Cash or cash equivalent,99680.7,5
1417390915.0,Cash or cash equivalent,96682.25,14
1417375924.0,In-kind items and services,145463.4,1
1417375627.0,Cash or cash equivalent,797431.12,36
1417375627.0,In-kind items and services,77088.0,1
1417375577.0,Cash or cash equivalent,124233.69,2
1417375197.0,Cash or cash equivalent,29729.27,3
1417375122.0,Cash or cash equivalent,62672.16,12
1417374604.0,Cash or cash equivalent,361607.13,118
1417374406.0,Cash or cash equivalent,69622.08,4
1417374406.0,In-kind items and services,800611.3,2
1417370826.0,Cash or cash equivalent,1159.24,2
1417368770.0,Cash or cash equivalent,22684.15,12
1417368283.0,Cash or cash equivalent,26733.5,7
1417368085.0,Cash or cash equivalent,40397.0,7
1417368069.0,Cash or cash equivalent,225780.0,3
1417367210.0,Cash or cash equivalent,19132.45,1
1417361163.0,Cash or cash equivalent,4350.0,2
1417349986.0,Cash or cash equivalent,4726.0,5
1417346164.0,Cash or cash equivalent,22402.0,7
1417344177.0,Cash or cash equivalent,495284.58,9
1417344177.0,In-kind items and services,1112.72,2
1417343211.0,Cash or cash equivalent,42845.4,1
1417341314.0,Cash or cash equivalent,20892.0,2
1417339383.0,Cash or cash equivalent,21638.0,10
1417339375.0,Cash or cash equivalent,181195.15,5
1417338773.0,Cash or cash equivalent,26471.0,5
1417335043.0,Cash or cash equivalent,16113.0,1
1417335043.0,In-kind items and services,34402.0,1
1417334525.0,Cash or cash equivalent,26617.0,6
1417319658.0,Cash or cash equivalent,387151.79,4
1417319013.0,Cash or cash equivalent,91583.13,43
1417311895.0,Cash or cash equivalent,130694.56999999999,7
1417311788.0,Cash or cash equivalent,73512.52,14
1417310665.0,Cash or cash equivalent,86028.85,3
1417310665.0,In-kind items and services,133171.44,1
1417299892.0,Cash or cash equivalent,408199.37,16
1417299801.0,Cash or cash equivalent,1895.0,1
1417290156.0,Cash or cash equivalent,88476.0,11
1417287608.0,Cash or cash equivalent,259765.28999999998,4
1417287517.0,Cash or cash equivalent,11250.0,2
1417286501.0,In-kind items and services,146.32,1
1417277807.0,Cash or cash equivalent,12479.94,2
1417275827.0,Cash or cash equivalent,271664.89,16
1417275827.0,In-kind items and services,643701.5599999999,3
1417275413.0,In-kind items and services,1312.44,1
1417275132.0,In-kind items and services,71520.0,1
1417274994.0,Cash or cash equivalent,600.0,3
1417273517.0,Cash or cash equivalent,152613.25,2
1417273517.0,In-kind items and services,678308.05,33
1417273152.0,Cash or cash equivalent,130098.73,10
1417273061.0,Cash or cash equivalent,207475.04,145
1417273061.0,In-kind items and services,120.0,1
1417272279.0,Cash or cash equivalent,18580.0,1
1417269994.0,Cash or cash equivalent,90011.0,6
1417269275.0,Cash or cash equivalent,32235.0,8
1417269275.0,In-kind items and services,2504.8199999999997,158
1417265851.0,Cash or cash equivalent,1334006.1,79
1417260548.0,Cash or cash equivalent,3155.0,1
1417260399.0,Cash or cash equivalent,94784.22,14
1417248808.0,Cash or cash equivalent,5000.0,1
1417248675.0,Cash or cash equivalent,5000.0,1
1417247784.0,Cash or cash equivalent,7137.2,8
1417247552.0,Cash or cash equivalent,25000.0,1
1417247479.0,Cash or cash equivalent,387839.0,36
1417247479.0,In-kind items and services,32059.76,1
1417246695.0,Cash or cash equivalent,9861.45,6
1417245143.0,Cash or cash equivalent,72509.2,15
1417245143.0,In-kind items and services,92.24,4
1417244732.0,Cash or cash equivalent,402606.0,3
1417244732.0,In-kind items and services,2460.0,4
1417241415.0,Cash or cash equivalent,2429052.52,3
1417240326.0,Cash or cash equivalent,6750.0,1
1417235003.0,Cash or cash equivalent,43618.5,1
1417230327.0,Cash or cash equivalent,10000.0,1
1417222670.0,Cash or cash equivalent,259027.57,6
1417222670.0,In-kind items and services,109.5,1
1417222050.0,Cash or cash equivalent,51676.0,2
1417221326.0,Cash or cash equivalent,143748.31,28
1417218280.0,Cash or cash equivalent,16080.51,4
1417216201.0,Cash or cash equivalent,23184.0,2
1417215658.0,Cash or cash equivalent,3395.0,2
1417214974.0,Cash or cash equivalent,50957.65,10
1417214974.0,In-kind items and services,3872763.72,1
1417197062.0,Cash or cash equivalent,144328.0,3
1417197062.0,In-kind items and services,35856.4,3
1417191453.0,Cash or cash equivalent,11761.0,1
1417190828.0,Cash or cash equivalent,85154.29,18
1417190828.0,In-kind items and services,1935.44,1
1417188939.0,Cash or cash equivalent,90188.67,192
1417187709.0,Cash or cash equivalent,8739.0,1
1417187709.0,In-kind items and services,1720.81,1
1417185729.0,In-kind items and services,106.2,1
1417184904.0,Cash or cash equivalent,48905.0,9
1417182544.0,Cash or cash equivalent,607.35,2
1417180886.0,Cash or cash equivalent,206490.73,30
